title,count
Lung Cancer,11
Clinical Microbiology and Infection,11
Cognitive Psychology,11
Survey of Ophthalmology,11
Glycobiology,11
International Journal of Behavioral Nutrition and Physical Activity,11
International Forum of Allergy and Rhinology,11
Journal of the Physical Society of Japan,11
Journal of Medical Genetics,11
Hydrological Processes,11
Cognitive Neuropsychology,11
"Palaeogeography, Palaeoclimatology, Palaeoecology",11
Journal of General Virology,11
Journal of Economic Perspectives,11
Psychology and Aging,11
Journal of Biosocial Science,11
Frontiers in Physiology,11
Genomics,11
EMBO Molecular Medicine,11
Eye,11
Eukaryotic Cell,11
Current Eye Research,11
Appetite,11
Bioanalysis,11
Journal of Applied Crystallography,11
Molecular and Cellular Proteomics,11
Journal of Biological Inorganic Chemistry,11
Journal of Materials Science,11
"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",11
Journal of Vacuum Science and Technology B: Microelectronics and Nanometer Structures,11
British Journal of Nutrition,11
Journal of Geophysical Research Atmospheres,11
Clinical Science,11
Urologic Oncology: Seminars and Original Investigations,11
JAMA Cardiology,10
Canadian Journal of Psychiatry,10
Advances in Mathematics,10
Coordination Chemistry Reviews,10
Medical Engineering and Physics,10
Cancer Prevention Research,10
J Clin Oncol,10
Journal of Internal Medicine,10
Human Immunology,10
Pediatric Emergency Care,10
Diabetic Medicine,10
Pharmacology and Therapeutics,10
Endocrine-Related Cancer,10
Environmental Microbiology,10
Acta Ophthalmologica,10
Management Science,10
Children and Youth Services Review,10
Applied Psychological Measurement,10
"Journal of Applied Mechanics, Transactions ASME",10
Skeletal Radiology,10
Journal of Vascular and Interventional Radiology,10
Physical Review E,10
Cornea,10
Genes Chromosomes and Cancer,10
Cell Research,10
"Annals of Otology, Rhinology and Laryngology",10
EBioMedicine,10
J. Mol. Biol.,10
Journal of Cystic Fibrosis,10
Dysphagia,10
Drug Discovery Today,10
Seminars in Nuclear Medicine,10
Immunology,10
IEEE Transactions on Information Theory,10
Thin Solid Films,10
Frontiers in Oncology,10
Foot and Ankle International,10
Progress in Neurobiology,10
Community Mental Health Journal,10
Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science,10
Nature Reviews Rheumatology,10
European Journal of Cardiovascular Nursing,10
Landscape and Urban Planning,10
Journal of Investigative Dermatology,10
Energy Policy,10
Astrobiology,10
Phys. Rev. Lett.,10
Neurorehabilitation and Neural Repair,10
Review of Economics and Statistics,10
International Journal of Systematic and Evolutionary Microbiology,10
Endocrine Reviews,10
American Family Physician,10
ACM Transactions on Graphics,10
Journal of Clinical Hypertension,10
Biotechnology Advances,10
NCHS data brief,10
Progress in Materials Science,10
Journal of Development Economics,10
South African Medical Journal,10
MRS Bulletin,10
Mathematical Finance,10
Analytical Biochemistry,10
"Infection, Genetics and Evolution",10
Journal of Glaucoma,10
Journal of the American Ceramic Society,10
Applied Catalysis B: Environmental,10
Nature Reviews Nephrology,10
Methods,10
Journal of Materials Research,10
Breast Cancer Research,10
"Acta Paediatrica, International Journal of Paediatrics",10
Radiographics,10
GLIA,10
Frontiers in Pharmacology,10
Technometrics,10
Journal of Computational and Graphical Statistics,10
Journal of Geophysical Research: Oceans,10
Measurement Science and Technology,10
Journal of the International Neuropsychological Society,10
Proceedings of the American Thoracic Society,10
Journal of Viral Hepatitis,10
Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences,10
Mucosal Immunology,10
"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",10
Breast Cancer Research and Treatment,10
Proceedings of the IEEE International Conference on Computer Vision,10
Journal of Health Communication,10
Journal of Consumer Research,10
Biomechanics and Modeling in Mechanobiology,10
Stem Cells and Development,10
Pediatric Nephrology,10
Carcinogenesis,10
Nature Microbiology,10
Arthritis & Rheumatism,10
Chemical Research in Toxicology,10
Journal of Hazardous Materials,10
Thrombosis and Haemostasis,10
Proceedings of the American Mathematical Society,10
Marketing Science,10
Journal of Physics Condensed Matter,10
Modelling and Simulation in Materials Science and Engineering,10
Journal of Clinical Nursing,10
IEEE Transactions on Nuclear Science,10
Value in Health,10
Gastrointestinal Endoscopy,10
Developmental Dynamics,10
Journal of Vision,10
Advanced Energy Materials,9
European Journal of Endocrinology,9
Clinical Transplantation,9
Emergency Medicine Clinics of North America,9
World Development,9
Biology of Blood and Marrow Transplantation,9
Journal of Alloys and Compounds,9
Ophthalmic Epidemiology,9
Journal of Sexual Medicine,9
Journal of Physics G: Nuclear and Particle Physics,9
Personality and Individual Differences,9
Journal of Neuropsychiatry and Clinical Neurosciences,9
Aerosol Science and Technology,9
Journal of Behavioral Medicine,9
Pflugers Archiv European Journal of Physiology,9
Science Signaling,9
European Journal of Clinical Pharmacology,9
Microbiology and Molecular Biology Reviews,9
Transplantation Proceedings,9
AIChE Journal,9
Chinese Physics C,9
Nature Climate Change,9
Neuroscientist,9
Microvascular Research,9
Otolaryngologic Clinics of North America,9
Annual Review of Pharmacology and Toxicology,9
Prehospital Emergency Care,9
Environmental Health: A Global Access Science Source,9
Current Opinion in Infectious Diseases,9
BMC Medical Informatics and Decision Making,9
Mediators of Inflammation,9
ISME Journal,9
Marine Ecology Progress Series,9
Current Opinion in Chemical Biology,9
Nursing Research,9
Current Opinion in Biotechnology,9
Annual Review of Microbiology,9
American Journal of Health Promotion,9
"Diabetes, Obesity and Metabolism",9
Metabolism: Clinical and Experimental,9
ACS Catalysis,9
Clinical Radiology,9
Pediatric Radiology,9
Journal of Trauma,9
Advances in Nutrition,9
Aging,9
Laboratory Investigation,9
Health Promotion Practice,9
BMC Cardiovascular Disorders,9
Journal of Pain,9
Journal of Paediatrics and Child Health,9
American Journal of Nephrology,9
PloS one,9
"Methods in molecular biology (Clifton, N.J.)",9
BMJ (Clinical research ed.),9
Scandinavian Journal of Public Health,9
Gastric Cancer,9
Prenatal Diagnosis,9
Population Health Metrics,9
American Journal of Hematology,9
Contraception,9
Plasma Physics and Controlled Fusion,9
European Journal of Clinical Microbiology and Infectious Diseases,9
Canadian Journal of Cardiology,9
European Archives of Oto-Rhino-Laryngology,9
Ultrasound in Medicine and Biology,9
Journal of Oncology Practice,9
Stem Cell Research and Therapy,9
Pedobiologia,9
Clinical Epigenetics,9
Journal of Nervous and Mental Disease,9
Journal of Fluids and Structures,9
Trends in Parasitology,9
Journal of Chronic Diseases,9
SIAM Review,9
Structural and Multidisciplinary Optimization,9
Cancer Chemotherapy and Pharmacology,9
Advanced Engineering Materials,9
Nutrition Reviews,9
Public Health,9
Chemical Geology,9
Journal of Immunotherapy,9
The American Journal of Medicine,9
JHEP,9
Aging and Mental Health,9
Supportive Care in Cancer,9
Journal of Computer Assisted Tomography,9
Journal of Stroke and Cerebrovascular Diseases,9
IEEE Journal of Oceanic Engineering,9
Dried Blood Spots: Applications and Techniques,9
MMWR Surveillance Summaries,9
Frontiers in Genetics,9
Journal of Empirical Research on Human Research Ethics,9
Brain Topography,9
Theoretical Chemistry Accounts,9
Journal of Differential Geometry,9
Journal of Applied Psychology,9
Respiratory Medicine,9
Experiments in Fluids,9
Calculus of Variations and Partial Differential Equations,9
Journal of Medical Ethics,9
Biochimica et Biophysica Acta - General Subjects,9
Family Medicine,9
Journal of Biochemistry,9
Epidemiology and Infection,9
Journal of Head Trauma Rehabilitation,9
American Journal of Managed Care,9
Paediatric and Perinatal Epidemiology,9
American Journal of Reproductive Immunology,9
Radiation Research,9
Neuropsychiatric Disease and Treatment,9
Nuclear Physics B,9
Astronomische Nachrichten,9
Current Diabetes Reports,9
Microcirculation,9
Medical Decision Making,9
Life Sciences,9
Annual Review of Medicine,9
International Journal of Gynecological Cancer,9
American Journal of Physical Medicine and Rehabilitation,9
F1000Research,9
Sensors (Switzerland),9
Current Directions in Psychological Science,9
Cancer Immunology Research,9
International Journal of Robotics Research,9
African Journal of AIDS Research,9
Current Opinion in Cell Biology,8
Journal of Health Care for the Poor and Underserved,8
Journal of Ecology,8
Biochimica et Biophysica Acta - Biomembranes,8
Viruses,8
JAMA Otolaryngology - Head and Neck Surgery,8
Global Change Biology,8
Journal of Thoracic Disease,8
Respiration,8
Nano Research,8
Drug and Alcohol Review,8
Expert Opinion on Investigational Drugs,8
Journal of Biomedical Materials Research - Part A,8
Catheterization and Cardiovascular Interventions,8
Molecular Immunology,8
Journal of Child and Family Studies,8
Journal of Cardiovascular Computed Tomography,8
Journal of Health Psychology,8
Microbes and Infection,8
Surgical Endoscopy and Other Interventional Techniques,8
Carbon,8
Neuroepidemiology,8
European Child and Adolescent Psychiatry,8
Machine Learning,8
Field Methods,8
Cephalalgia,8
Journal of Infection,8
SpringerPlus,8
Conflict and Health,8
Journal of Hospital Infection,8
IEEE/ASME Transactions on Mechatronics,8
Trends in Molecular Medicine,8
Cytokine,8
Demography,8
Asian Pacific Journal of Cancer Prevention,8
Journal of Biomolecular NMR,8
Journal of Histochemistry and Cytochemistry,8
Translational Psychiatry,8
Pattern Recognition,8
Seminars in Nephrology,8
European Journal of Clinical Nutrition,8
BMC Psychiatry,8
Diagnostic Microbiology and Infectious Disease,8
Journal of Electron Spectroscopy and Related Phenomena,8
New Astronomy,8
Quality and Safety in Health Care,8
Environmental Science: Nano,8
Current Opinion in Ophthalmology,8
American Journal of Diseases of Children,8
American Economic Journal: Applied Economics,8
JCI Insight,8
International Journal for Quality in Health Care,8
Nano Today,8
J Hepatol,8
Beilstein Journal of Nanotechnology,8
Journal of Geotechnical and Geoenvironmental Engineering,8
Journal of Cataract and Refractive Surgery,8
Parasites and Vectors,8
Journal of Engineering Mechanics,8
Psychonomic Bulletin and Review,8
Journal of Policy Analysis and Management,8
Global Health Action,8
Progress in Cardiovascular Diseases,8
Archives of Biochemistry and Biophysics,8
Journal of Clinical Lipidology,8
Journal of Perinatology,8
BMC Musculoskeletal Disorders,8
IEEE Transactions on Robotics,8
Journal of Applied Developmental Psychology,8
ACS Macro Letters,8
International Journal of Neuropsychopharmacology,8
Journal of Chemical and Engineering Data,8
International Journal of Fatigue,8
Veterinary Microbiology,8
Sexual Health,8
European Neuropsychopharmacology,8
Revista de Saude Publica,8
Ageing Research Reviews,8
American Naturalist,8
Annals of Applied Statistics,8
Journal of Cellular and Molecular Medicine,8
BMC Nephrology,8
International Journal of STD and AIDS,8
Epilepsy Research,8
Journal of Thoracic Oncology,8
Dokl. Akad. Nauk SSSR,8
Materials Letters,8
International Journal of Cardiovascular Imaging,8
Eur. Phys. J. C,8
Seizure,8
Atmospheric Environment,8
Reproductive Health,8
Biochimica et Biophysica Acta - Molecular Cell Research,8
International Journal of Audiology,8
Progress in Biophysics and Molecular Biology,8
Applied Soil Ecology,8
Advances in Experimental Medicine and Biology,8
Working Paper,8
American Journal of Bioethics,8
Spinal Cord,8
International Journal of Hyperthermia,8
Stata Journal,8
Neurochemical Research,8
Ultrasound in Obstetrics and Gynecology,8
Cancer Treatment Reviews,8
Current Opinion in Pharmacology,8
A&AS,8
Journal of Clinical Pathology,8
American Political Science Review,8
Neurological Sciences,8
Nano Energy,8
Circulation: Cardiovascular Genetics,8
Molecular Phylogenetics and Evolution,8
Trends in Biotechnology,8
Current Opinion in Nephrology and Hypertension,8
Physiological Measurement,8
Strategic Management Journal,8
Sleep and Breathing,8
Journal of Gastrointestinal Surgery,8
Peritoneal Dialysis International,8
Earthquake Spectra,8
Clinical Biomechanics,8
Biology of Reproduction,8
Muscle and Nerve,8
Land Use Policy,8
Cortex,8
Plasmonics,8
British Journal of Neurosurgery,8
Diabetes Technology and Therapeutics,8
Journal of Bronchology and Interventional Pulmonology,8
Annual Review of Genetics,8
Intermetallics,7
Journal of Sound and Vibration,7
General Hospital Psychiatry,7
Crystal Growth and Design,7
Journal of Human Hypertension,7
Proceedings of the American Control Conference,7
Dementia and Geriatric Cognitive Disorders,7
Archives of Disease in Childhood: Fetal and Neonatal Edition,7
Annals of Pharmacotherapy,7
IEEE Transactions on Circuits and Systems for Video Technology,7
Neural Networks,7
Smart Materials and Structures,7
"Journal of Health, Population and Nutrition",7
Journal of Cardiovascular Nursing,7
Criminology,7
Current Opinion in Genetics and Development,7
Anticancer Research,7
Organic Letters,7
Economic Journal,7
Journal of Clinical Psychopharmacology,7
Nature Energy,7
Cultural Diversity and Ethnic Minority Psychology,7
Forensic Science International,7
